session_id,scenario_id,harmony_version,direction,provenance,events_file,samples_file,summary_file,included_in_target_report,validation_status
20260915_090604_072_BQ_GPS_TO_VPS_NORMAL_DEV_4784,KB11,BQ,NONE,REAL,combined_root_v2/KB11/20260915_090604_072_BQ_GPS_TO_VPS_NORMAL_DEV_4784/events_20260915_090604_072_BQ_GPS_TO_VPS_NORMAL_DEV_4784.csv,combined_root_v2/KB11/20260915_090604_072_BQ_GPS_TO_VPS_NORMAL_DEV_4784/samples_20260915_090604_072_BQ_GPS_TO_VPS_NORMAL_DEV_4784.csv,combined_root_v2/KB11/20260915_090604_072_BQ_GPS_TO_VPS_NORMAL_DEV_4784/summary_20260915_090604_072_BQ_GPS_TO_VPS_NORMAL_DEV_4784.csv,True,VALID
20260915_090305_638_V5_GPS_TO_VPS_NORMAL_DEV_F25A,KB11,V5,NONE,REAL,combined_root_v2/KB11/20260915_090305_638_V5_GPS_TO_VPS_NORMAL_DEV_F25A/events_20260915_090305_638_V5_GPS_TO_VPS_NORMAL_DEV_F25A.csv,combined_root_v2/KB11/20260915_090305_638_V5_GPS_TO_VPS_NORMAL_DEV_F25A/samples_20260915_090305_638_V5_GPS_TO_VPS_NORMAL_DEV_F25A.csv,combined_root_v2/KB11/20260915_090305_638_V5_GPS_TO_VPS_NORMAL_DEV_F25A/summary_20260915_090305_638_V5_GPS_TO_VPS_NORMAL_DEV_F25A.csv,True,VALID
20260915_085533_277_V3_GPS_TO_VPS_NORMAL_DEV_93D6,KB11,V3,NONE,REAL,combined_root_v2/KB11/20260915_085533_277_V3_GPS_TO_VPS_NORMAL_DEV_93D6/events_20260915_085533_277_V3_GPS_TO_VPS_NORMAL_DEV_93D6.csv,combined_root_v2/KB11/20260915_085533_277_V3_GPS_TO_VPS_NORMAL_DEV_93D6/samples_20260915_085533_277_V3_GPS_TO_VPS_NORMAL_DEV_93D6.csv,combined_root_v2/KB11/20260915_085533_277_V3_GPS_TO_VPS_NORMAL_DEV_93D6/summary_20260915_085533_277_V3_GPS_TO_VPS_NORMAL_DEV_93D6.csv,True,VALID
20260915_084744_254_V1_GPS_TO_VPS_NORMAL_DEV_7E4F,KB11,V1,NONE,REAL,combined_root_v2/KB11/20260915_084744_254_V1_GPS_TO_VPS_NORMAL_DEV_7E4F/events_20260915_084744_254_V1_GPS_TO_VPS_NORMAL_DEV_7E4F.csv,combined_root_v2/KB11/20260915_084744_254_V1_GPS_TO_VPS_NORMAL_DEV_7E4F/samples_20260915_084744_254_V1_GPS_TO_VPS_NORMAL_DEV_7E4F.csv,combined_root_v2/KB11/20260915_084744_254_V1_GPS_TO_VPS_NORMAL_DEV_7E4F/summary_20260915_084744_254_V1_GPS_TO_VPS_NORMAL_DEV_7E4F.csv,True,VALID_WITH_WARNINGS
20260915_090910_119_BT_GPS_TO_VPS_NORMAL_DEV_8D8B,KB11,BT,NONE,REAL,combined_root_v2/KB11/20260915_090910_119_BT_GPS_TO_VPS_NORMAL_DEV_8D8B/events_20260915_090910_119_BT_GPS_TO_VPS_NORMAL_DEV_8D8B.csv,combined_root_v2/KB11/20260915_090910_119_BT_GPS_TO_VPS_NORMAL_DEV_8D8B/samples_20260915_090910_119_BT_GPS_TO_VPS_NORMAL_DEV_8D8B.csv,combined_root_v2/KB11/20260915_090910_119_BT_GPS_TO_VPS_NORMAL_DEV_8D8B/summary_20260915_090910_119_BT_GPS_TO_VPS_NORMAL_DEV_8D8B.csv,True,VALID
20260915_085823_623_V4_GPS_TO_VPS_NORMAL_DEV_FB68,KB11,V4,NONE,REAL,combined_root_v2/KB11/20260915_085823_623_V4_GPS_TO_VPS_NORMAL_DEV_FB68/events_20260915_085823_623_V4_GPS_TO_VPS_NORMAL_DEV_FB68.csv,combined_root_v2/KB11/20260915_085823_623_V4_GPS_TO_VPS_NORMAL_DEV_FB68/samples_20260915_085823_623_V4_GPS_TO_VPS_NORMAL_DEV_FB68.csv,combined_root_v2/KB11/20260915_085823_623_V4_GPS_TO_VPS_NORMAL_DEV_FB68/summary_20260915_085823_623_V4_GPS_TO_VPS_NORMAL_DEV_FB68.csv,True,VALID
20260912_034750_793_BT_GPS_TO_VPS_NORMAL_DEV_EB50,KB18,BT,GPS_TO_VPS,REAL,combined_root_v2/KB18/20260912_034750_793_BT_GPS_TO_VPS_NORMAL_DEV_EB50/events_20260912_034750_793_BT_GPS_TO_VPS_NORMAL_DEV_EB50.csv,combined_root_v2/KB18/20260912_034750_793_BT_GPS_TO_VPS_NORMAL_DEV_EB50/samples_20260912_034750_793_BT_GPS_TO_VPS_NORMAL_DEV_EB50.csv,combined_root_v2/KB18/20260912_034750_793_BT_GPS_TO_VPS_NORMAL_DEV_EB50/summary_20260912_034750_793_BT_GPS_TO_VPS_NORMAL_DEV_EB50.csv,True,VALID
20260912_032259_625_V3_GPS_TO_VPS_NORMAL_DEV_D0DA,KB18,V3,GPS_TO_VPS,REAL,combined_root_v2/KB18/20260912_032259_625_V3_GPS_TO_VPS_NORMAL_DEV_D0DA/events_20260912_032259_625_V3_GPS_TO_VPS_NORMAL_DEV_D0DA.csv,combined_root_v2/KB18/20260912_032259_625_V3_GPS_TO_VPS_NORMAL_DEV_D0DA/samples_20260912_032259_625_V3_GPS_TO_VPS_NORMAL_DEV_D0DA.csv,combined_root_v2/KB18/20260912_032259_625_V3_GPS_TO_VPS_NORMAL_DEV_D0DA/summary_20260912_032259_625_V3_GPS_TO_VPS_NORMAL_DEV_D0DA.csv,True,VALID
20260912_031840_651_V2_GPS_TO_VPS_NORMAL_DEV_1844,KB18,V2,GPS_TO_VPS,REAL,combined_root_v2/KB18/20260912_031840_651_V2_GPS_TO_VPS_NORMAL_DEV_1844/events_20260912_031840_651_V2_GPS_TO_VPS_NORMAL_DEV_1844.csv,combined_root_v2/KB18/20260912_031840_651_V2_GPS_TO_VPS_NORMAL_DEV_1844/samples_20260912_031840_651_V2_GPS_TO_VPS_NORMAL_DEV_1844.csv,combined_root_v2/KB18/20260912_031840_651_V2_GPS_TO_VPS_NORMAL_DEV_1844/summary_20260912_031840_651_V2_GPS_TO_VPS_NORMAL_DEV_1844.csv,True,VALID
20260912_030230_879_V1_GPS_TO_VPS_NORMAL_DEV_DCB4,KB18,V1,GPS_TO_VPS,REAL,combined_root_v2/KB18/20260912_030230_879_V1_GPS_TO_VPS_NORMAL_DEV_DCB4/events_20260912_030230_879_V1_GPS_TO_VPS_NORMAL_DEV_DCB4.csv,combined_root_v2/KB18/20260912_030230_879_V1_GPS_TO_VPS_NORMAL_DEV_DCB4/samples_20260912_030230_879_V1_GPS_TO_VPS_NORMAL_DEV_DCB4.csv,combined_root_v2/KB18/20260912_030230_879_V1_GPS_TO_VPS_NORMAL_DEV_DCB4/summary_20260912_030230_879_V1_GPS_TO_VPS_NORMAL_DEV_DCB4.csv,True,VALID
20260912_034402_407_V5_GPS_TO_VPS_NORMAL_DEV_EC78,KB18,V5,GPS_TO_VPS,REAL,combined_root_v2/KB18/20260912_034402_407_V5_GPS_TO_VPS_NORMAL_DEV_EC78/events_20260912_034402_407_V5_GPS_TO_VPS_NORMAL_DEV_EC78.csv,combined_root_v2/KB18/20260912_034402_407_V5_GPS_TO_VPS_NORMAL_DEV_EC78/samples_20260912_034402_407_V5_GPS_TO_VPS_NORMAL_DEV_EC78.csv,combined_root_v2/KB18/20260912_034402_407_V5_GPS_TO_VPS_NORMAL_DEV_EC78/summary_20260912_034402_407_V5_GPS_TO_VPS_NORMAL_DEV_EC78.csv,True,VALID
20260912_034104_595_V4_GPS_TO_VPS_NORMAL_DEV_294C,KB18,V4,GPS_TO_VPS,REAL,combined_root_v2/KB18/20260912_034104_595_V4_GPS_TO_VPS_NORMAL_DEV_294C/events_20260912_034104_595_V4_GPS_TO_VPS_NORMAL_DEV_294C.csv,combined_root_v2/KB18/20260912_034104_595_V4_GPS_TO_VPS_NORMAL_DEV_294C/samples_20260912_034104_595_V4_GPS_TO_VPS_NORMAL_DEV_294C.csv,combined_root_v2/KB18/20260912_034104_595_V4_GPS_TO_VPS_NORMAL_DEV_294C/summary_20260912_034104_595_V4_GPS_TO_VPS_NORMAL_DEV_294C.csv,True,VALID
20260912_034626_883_BQ_GPS_TO_VPS_NORMAL_DEV_F465,KB18,BQ,GPS_TO_VPS,REAL,combined_root_v2/KB18/20260912_034626_883_BQ_GPS_TO_VPS_NORMAL_DEV_F465/events_20260912_034626_883_BQ_GPS_TO_VPS_NORMAL_DEV_F465.csv,combined_root_v2/KB18/20260912_034626_883_BQ_GPS_TO_VPS_NORMAL_DEV_F465/samples_20260912_034626_883_BQ_GPS_TO_VPS_NORMAL_DEV_F465.csv,combined_root_v2/KB18/20260912_034626_883_BQ_GPS_TO_VPS_NORMAL_DEV_F465/summary_20260912_034626_883_BQ_GPS_TO_VPS_NORMAL_DEV_F465.csv,True,VALID
SYNTH_KB01_BT_3686_FWD,KB01,BT,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB01/SYNTH_KB01_BT_3686_FWD/events_SYNTH_KB01_BT_3686_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB01/SYNTH_KB01_BT_3686_FWD/samples_SYNTH_KB01_BT_3686_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB01/SYNTH_KB01_BT_3686_FWD/summary_SYNTH_KB01_BT_3686_FWD.csv,True,VALID
SYNTH_KB01_V3_4565_FWD,KB01,V3,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB01/SYNTH_KB01_V3_4565_FWD/events_SYNTH_KB01_V3_4565_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB01/SYNTH_KB01_V3_4565_FWD/samples_SYNTH_KB01_V3_4565_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB01/SYNTH_KB01_V3_4565_FWD/summary_SYNTH_KB01_V3_4565_FWD.csv,True,VALID
SYNTH_KB01_V5_8420_FWD,KB01,V5,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB01/SYNTH_KB01_V5_8420_FWD/events_SYNTH_KB01_V5_8420_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB01/SYNTH_KB01_V5_8420_FWD/samples_SYNTH_KB01_V5_8420_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB01/SYNTH_KB01_V5_8420_FWD/summary_SYNTH_KB01_V5_8420_FWD.csv,True,VALID
SYNTH_KB01_BQ_4605_FWD,KB01,BQ,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB01/SYNTH_KB01_BQ_4605_FWD/events_SYNTH_KB01_BQ_4605_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB01/SYNTH_KB01_BQ_4605_FWD/samples_SYNTH_KB01_BQ_4605_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB01/SYNTH_KB01_BQ_4605_FWD/summary_SYNTH_KB01_BQ_4605_FWD.csv,True,VALID
SYNTH_KB01_V1_3432_FWD,KB01,V1,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB01/SYNTH_KB01_V1_3432_FWD/events_SYNTH_KB01_V1_3432_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB01/SYNTH_KB01_V1_3432_FWD/samples_SYNTH_KB01_V1_3432_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB01/SYNTH_KB01_V1_3432_FWD/summary_SYNTH_KB01_V1_3432_FWD.csv,True,VALID
SYNTH_KB01_V2_6790_FWD,KB01,V2,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB01/SYNTH_KB01_V2_6790_FWD/events_SYNTH_KB01_V2_6790_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB01/SYNTH_KB01_V2_6790_FWD/samples_SYNTH_KB01_V2_6790_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB01/SYNTH_KB01_V2_6790_FWD/summary_SYNTH_KB01_V2_6790_FWD.csv,True,VALID
SYNTH_KB01_V4_2725_FWD,KB01,V4,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB01/SYNTH_KB01_V4_2725_FWD/events_SYNTH_KB01_V4_2725_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB01/SYNTH_KB01_V4_2725_FWD/samples_SYNTH_KB01_V4_2725_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB01/SYNTH_KB01_V4_2725_FWD/summary_SYNTH_KB01_V4_2725_FWD.csv,True,VALID
SYNTH_KB07_BT_7937_FWD,KB07,BT,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB07/SYNTH_KB07_BT_7937_FWD/events_SYNTH_KB07_BT_7937_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB07/SYNTH_KB07_BT_7937_FWD/samples_SYNTH_KB07_BT_7937_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB07/SYNTH_KB07_BT_7937_FWD/summary_SYNTH_KB07_BT_7937_FWD.csv,True,VALID
SYNTH_KB07_V3_3028_FWD,KB07,V3,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB07/SYNTH_KB07_V3_3028_FWD/events_SYNTH_KB07_V3_3028_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB07/SYNTH_KB07_V3_3028_FWD/samples_SYNTH_KB07_V3_3028_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB07/SYNTH_KB07_V3_3028_FWD/summary_SYNTH_KB07_V3_3028_FWD.csv,True,VALID
SYNTH_KB07_V2_1612_FWD,KB07,V2,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB07/SYNTH_KB07_V2_1612_FWD/events_SYNTH_KB07_V2_1612_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB07/SYNTH_KB07_V2_1612_FWD/samples_SYNTH_KB07_V2_1612_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB07/SYNTH_KB07_V2_1612_FWD/summary_SYNTH_KB07_V2_1612_FWD.csv,True,VALID
SYNTH_KB07_V4_1350_FWD,KB07,V4,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB07/SYNTH_KB07_V4_1350_FWD/events_SYNTH_KB07_V4_1350_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB07/SYNTH_KB07_V4_1350_FWD/samples_SYNTH_KB07_V4_1350_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB07/SYNTH_KB07_V4_1350_FWD/summary_SYNTH_KB07_V4_1350_FWD.csv,True,VALID
SYNTH_KB07_BQ_8168_FWD,KB07,BQ,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB07/SYNTH_KB07_BQ_8168_FWD/events_SYNTH_KB07_BQ_8168_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB07/SYNTH_KB07_BQ_8168_FWD/samples_SYNTH_KB07_BQ_8168_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB07/SYNTH_KB07_BQ_8168_FWD/summary_SYNTH_KB07_BQ_8168_FWD.csv,True,VALID
SYNTH_KB07_V5_3045_FWD,KB07,V5,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB07/SYNTH_KB07_V5_3045_FWD/events_SYNTH_KB07_V5_3045_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB07/SYNTH_KB07_V5_3045_FWD/samples_SYNTH_KB07_V5_3045_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB07/SYNTH_KB07_V5_3045_FWD/summary_SYNTH_KB07_V5_3045_FWD.csv,True,VALID
SYNTH_KB07_V1_3545_FWD,KB07,V1,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB07/SYNTH_KB07_V1_3545_FWD/events_SYNTH_KB07_V1_3545_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB07/SYNTH_KB07_V1_3545_FWD/samples_SYNTH_KB07_V1_3545_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB07/SYNTH_KB07_V1_3545_FWD/summary_SYNTH_KB07_V1_3545_FWD.csv,True,VALID
SYNTH_KB28_BQ_3258_FWD,KB28,BQ,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB28/SYNTH_KB28_BQ_3258_FWD/events_SYNTH_KB28_BQ_3258_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB28/SYNTH_KB28_BQ_3258_FWD/samples_SYNTH_KB28_BQ_3258_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB28/SYNTH_KB28_BQ_3258_FWD/summary_SYNTH_KB28_BQ_3258_FWD.csv,True,VALID_WITH_WARNINGS
SYNTH_KB28_V1_9871_FWD,KB28,V1,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB28/SYNTH_KB28_V1_9871_FWD/events_SYNTH_KB28_V1_9871_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB28/SYNTH_KB28_V1_9871_FWD/samples_SYNTH_KB28_V1_9871_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB28/SYNTH_KB28_V1_9871_FWD/summary_SYNTH_KB28_V1_9871_FWD.csv,True,VALID_WITH_WARNINGS
SYNTH_KB28_V5_7389_FWD,KB28,V5,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB28/SYNTH_KB28_V5_7389_FWD/events_SYNTH_KB28_V5_7389_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB28/SYNTH_KB28_V5_7389_FWD/samples_SYNTH_KB28_V5_7389_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB28/SYNTH_KB28_V5_7389_FWD/summary_SYNTH_KB28_V5_7389_FWD.csv,True,VALID_WITH_WARNINGS
SYNTH_KB28_V3_6467_FWD,KB28,V3,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB28/SYNTH_KB28_V3_6467_FWD/events_SYNTH_KB28_V3_6467_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB28/SYNTH_KB28_V3_6467_FWD/samples_SYNTH_KB28_V3_6467_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB28/SYNTH_KB28_V3_6467_FWD/summary_SYNTH_KB28_V3_6467_FWD.csv,True,VALID_WITH_WARNINGS
SYNTH_KB28_BT_8681_FWD,KB28,BT,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB28/SYNTH_KB28_BT_8681_FWD/events_SYNTH_KB28_BT_8681_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB28/SYNTH_KB28_BT_8681_FWD/samples_SYNTH_KB28_BT_8681_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB28/SYNTH_KB28_BT_8681_FWD/summary_SYNTH_KB28_BT_8681_FWD.csv,True,VALID_WITH_WARNINGS
SYNTH_KB28_V4_6180_FWD,KB28,V4,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB28/SYNTH_KB28_V4_6180_FWD/events_SYNTH_KB28_V4_6180_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB28/SYNTH_KB28_V4_6180_FWD/samples_SYNTH_KB28_V4_6180_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB28/SYNTH_KB28_V4_6180_FWD/summary_SYNTH_KB28_V4_6180_FWD.csv,True,VALID_WITH_WARNINGS
SYNTH_KB28_V2_7947_FWD,KB28,V2,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB28/SYNTH_KB28_V2_7947_FWD/events_SYNTH_KB28_V2_7947_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB28/SYNTH_KB28_V2_7947_FWD/samples_SYNTH_KB28_V2_7947_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB28/SYNTH_KB28_V2_7947_FWD/summary_SYNTH_KB28_V2_7947_FWD.csv,True,VALID_WITH_WARNINGS
SYNTH_KB08_V3_8524_FWD,KB08,V3,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB08/SYNTH_KB08_V3_8524_FWD/events_SYNTH_KB08_V3_8524_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB08/SYNTH_KB08_V3_8524_FWD/samples_SYNTH_KB08_V3_8524_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB08/SYNTH_KB08_V3_8524_FWD/summary_SYNTH_KB08_V3_8524_FWD.csv,True,VALID
SYNTH_KB08_V4_3753_FWD,KB08,V4,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB08/SYNTH_KB08_V4_3753_FWD/events_SYNTH_KB08_V4_3753_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB08/SYNTH_KB08_V4_3753_FWD/samples_SYNTH_KB08_V4_3753_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB08/SYNTH_KB08_V4_3753_FWD/summary_SYNTH_KB08_V4_3753_FWD.csv,True,VALID
SYNTH_KB08_V5_6545_FWD,KB08,V5,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB08/SYNTH_KB08_V5_6545_FWD/events_SYNTH_KB08_V5_6545_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB08/SYNTH_KB08_V5_6545_FWD/samples_SYNTH_KB08_V5_6545_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB08/SYNTH_KB08_V5_6545_FWD/summary_SYNTH_KB08_V5_6545_FWD.csv,True,VALID
SYNTH_KB08_V1_7591_FWD,KB08,V1,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB08/SYNTH_KB08_V1_7591_FWD/events_SYNTH_KB08_V1_7591_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB08/SYNTH_KB08_V1_7591_FWD/samples_SYNTH_KB08_V1_7591_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB08/SYNTH_KB08_V1_7591_FWD/summary_SYNTH_KB08_V1_7591_FWD.csv,True,VALID
SYNTH_KB08_V2_4393_FWD,KB08,V2,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB08/SYNTH_KB08_V2_4393_FWD/events_SYNTH_KB08_V2_4393_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB08/SYNTH_KB08_V2_4393_FWD/samples_SYNTH_KB08_V2_4393_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB08/SYNTH_KB08_V2_4393_FWD/summary_SYNTH_KB08_V2_4393_FWD.csv,True,VALID
SYNTH_KB08_BT_1159_FWD,KB08,BT,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB08/SYNTH_KB08_BT_1159_FWD/events_SYNTH_KB08_BT_1159_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB08/SYNTH_KB08_BT_1159_FWD/samples_SYNTH_KB08_BT_1159_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB08/SYNTH_KB08_BT_1159_FWD/summary_SYNTH_KB08_BT_1159_FWD.csv,True,VALID
SYNTH_KB08_BQ_3771_FWD,KB08,BQ,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB08/SYNTH_KB08_BQ_3771_FWD/events_SYNTH_KB08_BQ_3771_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB08/SYNTH_KB08_BQ_3771_FWD/samples_SYNTH_KB08_BQ_3771_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB08/SYNTH_KB08_BQ_3771_FWD/summary_SYNTH_KB08_BQ_3771_FWD.csv,True,VALID
SYNTH_KB21_V2_3348_FWD,KB21,V2,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB21/SYNTH_KB21_V2_3348_FWD/events_SYNTH_KB21_V2_3348_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB21/SYNTH_KB21_V2_3348_FWD/samples_SYNTH_KB21_V2_3348_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB21/SYNTH_KB21_V2_3348_FWD/summary_SYNTH_KB21_V2_3348_FWD.csv,True,VALID
SYNTH_KB21_BQ_2228_FWD,KB21,BQ,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB21/SYNTH_KB21_BQ_2228_FWD/events_SYNTH_KB21_BQ_2228_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB21/SYNTH_KB21_BQ_2228_FWD/samples_SYNTH_KB21_BQ_2228_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB21/SYNTH_KB21_BQ_2228_FWD/summary_SYNTH_KB21_BQ_2228_FWD.csv,True,VALID
SYNTH_KB21_BT_7814_FWD,KB21,BT,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB21/SYNTH_KB21_BT_7814_FWD/events_SYNTH_KB21_BT_7814_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB21/SYNTH_KB21_BT_7814_FWD/samples_SYNTH_KB21_BT_7814_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB21/SYNTH_KB21_BT_7814_FWD/summary_SYNTH_KB21_BT_7814_FWD.csv,True,VALID
SYNTH_KB21_V5_3934_FWD,KB21,V5,GPS_TO_VPS,SYNTHETIC_SUPPORT_MISSING_SCENARIO,combined_root_v2/_synthetic_missing_scenarios/KB21/SYNTH_KB21_V5_3934_FWD/events_SYNTH_KB21_V5_3934_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB21/SYNTH_KB21_V5_3934_FWD/samples_SYNTH_KB21_V5_3934_FWD.csv,combined_root_v2/_synthetic_missing_scenarios/KB21/SYNTH_KB21_V5_3934_FWD/summary_SYNTH_KB21_V5_3934_FWD.csv,True,VALID
