session_id,scenario_id,harmony_version,direction,provenance,generation_tier,grounding_strength,validation_status,events_file
SYNTH_KB21_V1_9203_FWD,KB21,V1,GPS_TO_VPS,SYNTHETIC_SUPPORT,missing_scenario (Task 2 original 12-list: KB01/04/07/08/21/28),,VALID,FINAL_DATASET/_synthetic_missing_scenarios/KB21/SYNTH_KB21_V1_9203_FWD/events_SYNTH_KB21_V1_9203_FWD.csv
SYNTH_KB21_V4_5436_FWD,KB21,V4,GPS_TO_VPS,SYNTHETIC_SUPPORT,missing_scenario (Task 2 original 12-list: KB01/04/07/08/21/28),,VALID,FINAL_DATASET/_synthetic_missing_scenarios/KB21/SYNTH_KB21_V4_5436_FWD/events_SYNTH_KB21_V4_5436_FWD.csv
SYNTH_KB21_V3_7039_FWD,KB21,V3,GPS_TO_VPS,SYNTHETIC_SUPPORT,missing_scenario (Task 2 original 12-list: KB01/04/07/08/21/28),,VALID,FINAL_DATASET/_synthetic_missing_scenarios/KB21/SYNTH_KB21_V3_7039_FWD/events_SYNTH_KB21_V3_7039_FWD.csv
SYNTH_KB04_V5_4822_FWD,KB04,V5,GPS_TO_VPS,SYNTHETIC_SUPPORT,missing_scenario (Task 2 original 12-list: KB01/04/07/08/21/28),,VALID,FINAL_DATASET/_synthetic_missing_scenarios/KB04/SYNTH_KB04_V5_4822_FWD/events_SYNTH_KB04_V5_4822_FWD.csv
SYNTH_KB04_V2_7770_FWD,KB04,V2,GPS_TO_VPS,SYNTHETIC_SUPPORT,missing_scenario (Task 2 original 12-list: KB01/04/07/08/21/28),,VALID,FINAL_DATASET/_synthetic_missing_scenarios/KB04/SYNTH_KB04_V2_7770_FWD/events_SYNTH_KB04_V2_7770_FWD.csv
SYNTH_KB04_V1_8534_FWD,KB04,V1,GPS_TO_VPS,SYNTHETIC_SUPPORT,missing_scenario (Task 2 original 12-list: KB01/04/07/08/21/28),,VALID,FINAL_DATASET/_synthetic_missing_scenarios/KB04/SYNTH_KB04_V1_8534_FWD/events_SYNTH_KB04_V1_8534_FWD.csv
SYNTH_KB04_V3_1702_FWD,KB04,V3,GPS_TO_VPS,SYNTHETIC_SUPPORT,missing_scenario (Task 2 original 12-list: KB01/04/07/08/21/28),,VALID,FINAL_DATASET/_synthetic_missing_scenarios/KB04/SYNTH_KB04_V3_1702_FWD/events_SYNTH_KB04_V3_1702_FWD.csv
SYNTH_KB04_BT_3128_FWD,KB04,BT,GPS_TO_VPS,SYNTHETIC_SUPPORT,missing_scenario (Task 2 original 12-list: KB01/04/07/08/21/28),,VALID,FINAL_DATASET/_synthetic_missing_scenarios/KB04/SYNTH_KB04_BT_3128_FWD/events_SYNTH_KB04_BT_3128_FWD.csv
SYNTH_KB04_BQ_1852_FWD,KB04,BQ,GPS_TO_VPS,SYNTHETIC_SUPPORT,missing_scenario (Task 2 original 12-list: KB01/04/07/08/21/28),,VALID,FINAL_DATASET/_synthetic_missing_scenarios/KB04/SYNTH_KB04_BQ_1852_FWD/events_SYNTH_KB04_BQ_1852_FWD.csv
SYNTH_KB04_V4_8553_FWD,KB04,V4,GPS_TO_VPS,SYNTHETIC_SUPPORT,missing_scenario (Task 2 original 12-list: KB01/04/07/08/21/28),,VALID,FINAL_DATASET/_synthetic_missing_scenarios/KB04/SYNTH_KB04_V4_8553_FWD/events_SYNTH_KB04_V4_8553_FWD.csv
20260906_075007_857_V3_GPS_TO_VPS_NORMAL_DEV_5C58,KB03,V3,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB03/20260906_075007_857_V3_GPS_TO_VPS_NORMAL_DEV_5C58/events_20260906_075007_857_V3_GPS_TO_VPS_NORMAL_DEV_5C58.csv
20260906_075227_349_V4_GPS_TO_VPS_NORMAL_DEV_3415,KB03,V4,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB03/20260906_075227_349_V4_GPS_TO_VPS_NORMAL_DEV_3415/events_20260906_075227_349_V4_GPS_TO_VPS_NORMAL_DEV_3415.csv
20260906_073558_794_V1_GPS_TO_VPS_NORMAL_DEV_7E24,KB03,V1,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB03/20260906_073558_794_V1_GPS_TO_VPS_NORMAL_DEV_7E24/events_20260906_073558_794_V1_GPS_TO_VPS_NORMAL_DEV_7E24.csv
20260906_075908_669_BQ_GPS_TO_VPS_NORMAL_DEV_A18D,KB03,BQ,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB03/20260906_075908_669_BQ_GPS_TO_VPS_NORMAL_DEV_A18D/events_20260906_075908_669_BQ_GPS_TO_VPS_NORMAL_DEV_A18D.csv
20260906_074640_905_V2_GPS_TO_VPS_NORMAL_DEV_1FA1,KB03,V2,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB03/20260906_074640_905_V2_GPS_TO_VPS_NORMAL_DEV_1FA1/events_20260906_074640_905_V2_GPS_TO_VPS_NORMAL_DEV_1FA1.csv
20260906_075703_168_V5_GPS_TO_VPS_NORMAL_DEV_4680,KB03,V5,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB03/20260906_075703_168_V5_GPS_TO_VPS_NORMAL_DEV_4680/events_20260906_075703_168_V5_GPS_TO_VPS_NORMAL_DEV_4680.csv
20260906_080152_673_BT_GPS_TO_VPS_NORMAL_DEV_4A91,KB03,BT,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB03/20260906_080152_673_BT_GPS_TO_VPS_NORMAL_DEV_4A91/events_20260906_080152_673_BT_GPS_TO_VPS_NORMAL_DEV_4A91.csv
20260914_014111_146_V1_GPS_TO_VPS_NORMAL_DEV_CE16,KB19,V1,NONE,REAL,real_recorded,,VALID,FINAL_DATASET/KB19/20260914_014111_146_V1_GPS_TO_VPS_NORMAL_DEV_CE16/events_20260914_014111_146_V1_GPS_TO_VPS_NORMAL_DEV_CE16.csv
20260914_013921_647_V4_GPS_TO_VPS_NORMAL_DEV_3512,KB19,V4,NONE,REAL,real_recorded,,VALID,FINAL_DATASET/KB19/20260914_013921_647_V4_GPS_TO_VPS_NORMAL_DEV_3512/events_20260914_013921_647_V4_GPS_TO_VPS_NORMAL_DEV_3512.csv
20260914_014219_079_BT_GPS_TO_VPS_NORMAL_DEV_C3DE,KB19,BT,NONE,REAL,real_recorded,,VALID,FINAL_DATASET/KB19/20260914_014219_079_BT_GPS_TO_VPS_NORMAL_DEV_C3DE/events_20260914_014219_079_BT_GPS_TO_VPS_NORMAL_DEV_C3DE.csv
20260914_013130_006_V1_GPS_TO_VPS_NORMAL_DEV_08DE,KB19,V1,NONE,REAL,real_recorded,,VALID,FINAL_DATASET/KB19/20260914_013130_006_V1_GPS_TO_VPS_NORMAL_DEV_08DE/events_20260914_013130_006_V1_GPS_TO_VPS_NORMAL_DEV_08DE.csv
20260914_014011_795_V1_GPS_TO_VPS_NORMAL_DEV_2BC4,KB19,V1,NONE,REAL,real_recorded,,VALID,FINAL_DATASET/KB19/20260914_014011_795_V1_GPS_TO_VPS_NORMAL_DEV_2BC4/events_20260914_014011_795_V1_GPS_TO_VPS_NORMAL_DEV_2BC4.csv
20260914_013648_026_V5_GPS_TO_VPS_NORMAL_DEV_E194,KB19,V5,NONE,REAL,real_recorded,,VALID,FINAL_DATASET/KB19/20260914_013648_026_V5_GPS_TO_VPS_NORMAL_DEV_E194/events_20260914_013648_026_V5_GPS_TO_VPS_NORMAL_DEV_E194.csv
20260914_013811_332_V3_GPS_TO_VPS_NORMAL_DEV_C7E4,KB19,V3,NONE,REAL,real_recorded,,VALID,FINAL_DATASET/KB19/20260914_013811_332_V3_GPS_TO_VPS_NORMAL_DEV_C7E4/events_20260914_013811_332_V3_GPS_TO_VPS_NORMAL_DEV_C7E4.csv
20260912_054551_539_V4_GPS_TO_VPS_NORMAL_DEV_5680,KB22,V4,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB22/20260912_054551_539_V4_GPS_TO_VPS_NORMAL_DEV_5680/events_20260912_054551_539_V4_GPS_TO_VPS_NORMAL_DEV_5680.csv
20260912_062236_926_V1_GPS_TO_VPS_NORMAL_DEV_DA16,KB22,V1,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB22/20260912_062236_926_V1_GPS_TO_VPS_NORMAL_DEV_DA16/events_20260912_062236_926_V1_GPS_TO_VPS_NORMAL_DEV_DA16.csv
20260912_060829_927_V2_GPS_TO_VPS_NORMAL_DEV_F796,KB22,V2,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB22/20260912_060829_927_V2_GPS_TO_VPS_NORMAL_DEV_F796/events_20260912_060829_927_V2_GPS_TO_VPS_NORMAL_DEV_F796.csv
20260912_055419_224_V3_GPS_TO_VPS_NORMAL_DEV_F251,KB22,V3,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB22/20260912_055419_224_V3_GPS_TO_VPS_NORMAL_DEV_F251/events_20260912_055419_224_V3_GPS_TO_VPS_NORMAL_DEV_F251.csv
20260912_063230_287_BT_GPS_TO_VPS_NORMAL_DEV_7870,KB22,BT,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB22/20260912_063230_287_BT_GPS_TO_VPS_NORMAL_DEV_7870/events_20260912_063230_287_BT_GPS_TO_VPS_NORMAL_DEV_7870.csv
20260912_054937_286_V5_GPS_TO_VPS_NORMAL_DEV_890A,KB22,V5,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB22/20260912_054937_286_V5_GPS_TO_VPS_NORMAL_DEV_890A/events_20260912_054937_286_V5_GPS_TO_VPS_NORMAL_DEV_890A.csv
20260912_074926_945_BQ_GPS_TO_VPS_NORMAL_DEV_F2F8,KB22,BQ,GPS_TO_VPS,REAL,real_recorded,,VALID,FINAL_DATASET/KB22/20260912_074926_945_BQ_GPS_TO_VPS_NORMAL_DEV_F2F8/events_20260912_074926_945_BQ_GPS_TO_VPS_NORMAL_DEV_F2F8.csv
SYNTH_KB12_BT_3403_FWD,KB12,BT,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","WEAK (structural placeholder): gps_accuracy_m during the outdoor approach is forced to this dataset's own real worst-ever-recorded value (24.873m, from a real V1 trial) as a stand-in for rain -- the magnitude is real, but its attribution to 'rain' specifically is NOT measured anywhere in this dataset.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB12/SYNTH_KB12_BT_3403_FWD/events_SYNTH_KB12_BT_3403_FWD.csv
SYNTH_KB12_V3_6467_FWD,KB12,V3,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","WEAK (structural placeholder): gps_accuracy_m during the outdoor approach is forced to this dataset's own real worst-ever-recorded value (24.873m, from a real V1 trial) as a stand-in for rain -- the magnitude is real, but its attribution to 'rain' specifically is NOT measured anywhere in this dataset.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB12/SYNTH_KB12_V3_6467_FWD/events_SYNTH_KB12_V3_6467_FWD.csv
SYNTH_KB12_BQ_8681_FWD,KB12,BQ,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","WEAK (structural placeholder): gps_accuracy_m during the outdoor approach is forced to this dataset's own real worst-ever-recorded value (24.873m, from a real V1 trial) as a stand-in for rain -- the magnitude is real, but its attribution to 'rain' specifically is NOT measured anywhere in this dataset.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB12/SYNTH_KB12_BQ_8681_FWD/events_SYNTH_KB12_BQ_8681_FWD.csv
SYNTH_KB12_V2_4393_FWD,KB12,V2,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","WEAK (structural placeholder): gps_accuracy_m during the outdoor approach is forced to this dataset's own real worst-ever-recorded value (24.873m, from a real V1 trial) as a stand-in for rain -- the magnitude is real, but its attribution to 'rain' specifically is NOT measured anywhere in this dataset.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB12/SYNTH_KB12_V2_4393_FWD/events_SYNTH_KB12_V2_4393_FWD.csv
SYNTH_KB12_V4_4822_FWD,KB12,V4,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","WEAK (structural placeholder): gps_accuracy_m during the outdoor approach is forced to this dataset's own real worst-ever-recorded value (24.873m, from a real V1 trial) as a stand-in for rain -- the magnitude is real, but its attribution to 'rain' specifically is NOT measured anywhere in this dataset.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB12/SYNTH_KB12_V4_4822_FWD/events_SYNTH_KB12_V4_4822_FWD.csv
SYNTH_KB12_V1_8534_FWD,KB12,V1,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","WEAK (structural placeholder): gps_accuracy_m during the outdoor approach is forced to this dataset's own real worst-ever-recorded value (24.873m, from a real V1 trial) as a stand-in for rain -- the magnitude is real, but its attribution to 'rain' specifically is NOT measured anywhere in this dataset.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB12/SYNTH_KB12_V1_8534_FWD/events_SYNTH_KB12_V1_8534_FWD.csv
SYNTH_KB12_V5_3771_FWD,KB12,V5,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","WEAK (structural placeholder): gps_accuracy_m during the outdoor approach is forced to this dataset's own real worst-ever-recorded value (24.873m, from a real V1 trial) as a stand-in for rain -- the magnitude is real, but its attribution to 'rain' specifically is NOT measured anywhere in this dataset.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB12/SYNTH_KB12_V5_3771_FWD/events_SYNTH_KB12_V5_3771_FWD.csv
SYNTH_KB13_BT_6686_FWD,KB13,BT,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","WEAK (structural placeholder): VPS confidence during scanning is held at this version's own real minimumVpsConfidence config threshold (a real, already-established per-version value) as a stand-in for glare-degraded scanning -- the threshold is real, its attribution to 'glare' is NOT measured.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB13/SYNTH_KB13_BT_6686_FWD/events_SYNTH_KB13_BT_6686_FWD.csv
SYNTH_KB13_V5_2228_FWD,KB13,V5,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","WEAK (structural placeholder): VPS confidence during scanning is held at this version's own real minimumVpsConfidence config threshold (a real, already-established per-version value) as a stand-in for glare-degraded scanning -- the threshold is real, its attribution to 'glare' is NOT measured.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB13/SYNTH_KB13_V5_2228_FWD/events_SYNTH_KB13_V5_2228_FWD.csv
SYNTH_KB13_BQ_5802_FWD,KB13,BQ,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","WEAK (structural placeholder): VPS confidence during scanning is held at this version's own real minimumVpsConfidence config threshold (a real, already-established per-version value) as a stand-in for glare-degraded scanning -- the threshold is real, its attribution to 'glare' is NOT measured.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB13/SYNTH_KB13_BQ_5802_FWD/events_SYNTH_KB13_BQ_5802_FWD.csv
SYNTH_KB13_V4_3045_FWD,KB13,V4,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","WEAK (structural placeholder): VPS confidence during scanning is held at this version's own real minimumVpsConfidence config threshold (a real, already-established per-version value) as a stand-in for glare-degraded scanning -- the threshold is real, its attribution to 'glare' is NOT measured.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB13/SYNTH_KB13_V4_3045_FWD/events_SYNTH_KB13_V4_3045_FWD.csv
SYNTH_KB13_V3_2725_FWD,KB13,V3,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","WEAK (structural placeholder): VPS confidence during scanning is held at this version's own real minimumVpsConfidence config threshold (a real, already-established per-version value) as a stand-in for glare-degraded scanning -- the threshold is real, its attribution to 'glare' is NOT measured.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB13/SYNTH_KB13_V3_2725_FWD/events_SYNTH_KB13_V3_2725_FWD.csv
SYNTH_KB13_V1_3545_FWD,KB13,V1,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","WEAK (structural placeholder): VPS confidence during scanning is held at this version's own real minimumVpsConfidence config threshold (a real, already-established per-version value) as a stand-in for glare-degraded scanning -- the threshold is real, its attribution to 'glare' is NOT measured.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB13/SYNTH_KB13_V1_3545_FWD/events_SYNTH_KB13_V1_3545_FWD.csv
SYNTH_KB13_V2_3348_FWD,KB13,V2,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","WEAK (structural placeholder): VPS confidence during scanning is held at this version's own real minimumVpsConfidence config threshold (a real, already-established per-version value) as a stand-in for glare-degraded scanning -- the threshold is real, its attribution to 'glare' is NOT measured.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB13/SYNTH_KB13_V2_3348_FWD/events_SYNTH_KB13_V2_3348_FWD.csv
SYNTH_KB15_V5_3258_FWD,KB15,V5,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","WEAK (structural placeholder): two vps_valid=0 dropout episodes use the existing recovery_count column, which is NEVER >0 anywhere in the real 105-trial dataset -- this exercises a defined-but-never-observed mechanism, not a measured crowd-occlusion effect.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB15/SYNTH_KB15_V5_3258_FWD/events_SYNTH_KB15_V5_3258_FWD.csv
SYNTH_KB15_V4_6545_FWD,KB15,V4,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","WEAK (structural placeholder): two vps_valid=0 dropout episodes use the existing recovery_count column, which is NEVER >0 anywhere in the real 105-trial dataset -- this exercises a defined-but-never-observed mechanism, not a measured crowd-occlusion effect.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB15/SYNTH_KB15_V4_6545_FWD/events_SYNTH_KB15_V4_6545_FWD.csv
SYNTH_KB15_BT_4671_FWD,KB15,BT,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","WEAK (structural placeholder): two vps_valid=0 dropout episodes use the existing recovery_count column, which is NEVER >0 anywhere in the real 105-trial dataset -- this exercises a defined-but-never-observed mechanism, not a measured crowd-occlusion effect.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB15/SYNTH_KB15_BT_4671_FWD/events_SYNTH_KB15_BT_4671_FWD.csv
SYNTH_KB15_V2_7947_FWD,KB15,V2,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","WEAK (structural placeholder): two vps_valid=0 dropout episodes use the existing recovery_count column, which is NEVER >0 anywhere in the real 105-trial dataset -- this exercises a defined-but-never-observed mechanism, not a measured crowd-occlusion effect.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB15/SYNTH_KB15_V2_7947_FWD/events_SYNTH_KB15_V2_7947_FWD.csv
SYNTH_KB15_BQ_7281_FWD,KB15,BQ,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","WEAK (structural placeholder): two vps_valid=0 dropout episodes use the existing recovery_count column, which is NEVER >0 anywhere in the real 105-trial dataset -- this exercises a defined-but-never-observed mechanism, not a measured crowd-occlusion effect.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB15/SYNTH_KB15_BQ_7281_FWD/events_SYNTH_KB15_BQ_7281_FWD.csv
SYNTH_KB15_V3_8553_FWD,KB15,V3,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","WEAK (structural placeholder): two vps_valid=0 dropout episodes use the existing recovery_count column, which is NEVER >0 anywhere in the real 105-trial dataset -- this exercises a defined-but-never-observed mechanism, not a measured crowd-occlusion effect.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB15/SYNTH_KB15_V3_8553_FWD/events_SYNTH_KB15_V3_8553_FWD.csv
SYNTH_KB15_V1_7591_FWD,KB15,V1,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","WEAK (structural placeholder): two vps_valid=0 dropout episodes use the existing recovery_count column, which is NEVER >0 anywhere in the real 105-trial dataset -- this exercises a defined-but-never-observed mechanism, not a measured crowd-occlusion effect.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB15/SYNTH_KB15_V1_7591_FWD/events_SYNTH_KB15_V1_7591_FWD.csv
SYNTH_KB06_BT_6790_FWD,KB06,BT,GPS_TO_VPS,SYNTHETIC_SUPPORT,kb06_replacement (corrupted real recordings replaced),"STRONG: identical construction to step6's KB01 (standard baseline GPS_TO_VPS handover, real per-version distributions + real template geometry). Generated specifically to replace KB06's 7 real trials, which all crashed mid-logging (1-3 event rows, no completion) and were excluded as INVALID in Task 1 -- see excluded_trials.csv. This is a REPLACEMENT for corrupted real recordings, not a stand-in for an unrepresentable condition.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB06/SYNTH_KB06_BT_6790_FWD/events_SYNTH_KB06_BT_6790_FWD.csv
SYNTH_KB06_V3_3545_FWD,KB06,V3,GPS_TO_VPS,SYNTHETIC_SUPPORT,kb06_replacement (corrupted real recordings replaced),"STRONG: identical construction to step6's KB01 (standard baseline GPS_TO_VPS handover, real per-version distributions + real template geometry). Generated specifically to replace KB06's 7 real trials, which all crashed mid-logging (1-3 event rows, no completion) and were excluded as INVALID in Task 1 -- see excluded_trials.csv. This is a REPLACEMENT for corrupted real recordings, not a stand-in for an unrepresentable condition.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB06/SYNTH_KB06_V3_3545_FWD/events_SYNTH_KB06_V3_3545_FWD.csv
SYNTH_KB06_V1_3432_FWD,KB06,V1,GPS_TO_VPS,SYNTHETIC_SUPPORT,kb06_replacement (corrupted real recordings replaced),"STRONG: identical construction to step6's KB01 (standard baseline GPS_TO_VPS handover, real per-version distributions + real template geometry). Generated specifically to replace KB06's 7 real trials, which all crashed mid-logging (1-3 event rows, no completion) and were excluded as INVALID in Task 1 -- see excluded_trials.csv. This is a REPLACEMENT for corrupted real recordings, not a stand-in for an unrepresentable condition.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB06/SYNTH_KB06_V1_3432_FWD/events_SYNTH_KB06_V1_3432_FWD.csv
SYNTH_KB06_V4_7591_FWD,KB06,V4,GPS_TO_VPS,SYNTHETIC_SUPPORT,kb06_replacement (corrupted real recordings replaced),"STRONG: identical construction to step6's KB01 (standard baseline GPS_TO_VPS handover, real per-version distributions + real template geometry). Generated specifically to replace KB06's 7 real trials, which all crashed mid-logging (1-3 event rows, no completion) and were excluded as INVALID in Task 1 -- see excluded_trials.csv. This is a REPLACEMENT for corrupted real recordings, not a stand-in for an unrepresentable condition.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB06/SYNTH_KB06_V4_7591_FWD/events_SYNTH_KB06_V4_7591_FWD.csv
SYNTH_KB06_BQ_9871_FWD,KB06,BQ,GPS_TO_VPS,SYNTHETIC_SUPPORT,kb06_replacement (corrupted real recordings replaced),"STRONG: identical construction to step6's KB01 (standard baseline GPS_TO_VPS handover, real per-version distributions + real template geometry). Generated specifically to replace KB06's 7 real trials, which all crashed mid-logging (1-3 event rows, no completion) and were excluded as INVALID in Task 1 -- see excluded_trials.csv. This is a REPLACEMENT for corrupted real recordings, not a stand-in for an unrepresentable condition.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB06/SYNTH_KB06_BQ_9871_FWD/events_SYNTH_KB06_BQ_9871_FWD.csv
SYNTH_KB06_V2_8534_FWD,KB06,V2,GPS_TO_VPS,SYNTHETIC_SUPPORT,kb06_replacement (corrupted real recordings replaced),"STRONG: identical construction to step6's KB01 (standard baseline GPS_TO_VPS handover, real per-version distributions + real template geometry). Generated specifically to replace KB06's 7 real trials, which all crashed mid-logging (1-3 event rows, no completion) and were excluded as INVALID in Task 1 -- see excluded_trials.csv. This is a REPLACEMENT for corrupted real recordings, not a stand-in for an unrepresentable condition.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB06/SYNTH_KB06_V2_8534_FWD/events_SYNTH_KB06_V2_8534_FWD.csv
SYNTH_KB06_V5_9203_FWD,KB06,V5,GPS_TO_VPS,SYNTHETIC_SUPPORT,kb06_replacement (corrupted real recordings replaced),"STRONG: identical construction to step6's KB01 (standard baseline GPS_TO_VPS handover, real per-version distributions + real template geometry). Generated specifically to replace KB06's 7 real trials, which all crashed mid-logging (1-3 event rows, no completion) and were excluded as INVALID in Task 1 -- see excluded_trials.csv. This is a REPLACEMENT for corrupted real recordings, not a stand-in for an unrepresentable condition.",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB06/SYNTH_KB06_V5_9203_FWD/events_SYNTH_KB06_V5_9203_FWD.csv
SYNTH_KB27_V3_5436_FWD,KB27,V3,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","MODERATE: wrong_way_count=0 (the real mode/median) and this version's own real fastest-observed cadence (same technique as KB21) -- both real-anchored, but the AR-on/off comparison arm is NOT_REPRESENTED (no such column or comparison condition exists).",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB27/SYNTH_KB27_V3_5436_FWD/events_SYNTH_KB27_V3_5436_FWD.csv
SYNTH_KB27_V4_4605_FWD,KB27,V4,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","MODERATE: wrong_way_count=0 (the real mode/median) and this version's own real fastest-observed cadence (same technique as KB21) -- both real-anchored, but the AR-on/off comparison arm is NOT_REPRESENTED (no such column or comparison condition exists).",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB27/SYNTH_KB27_V4_4605_FWD/events_SYNTH_KB27_V4_4605_FWD.csv
SYNTH_KB27_V2_3028_FWD,KB27,V2,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","MODERATE: wrong_way_count=0 (the real mode/median) and this version's own real fastest-observed cadence (same technique as KB21) -- both real-anchored, but the AR-on/off comparison arm is NOT_REPRESENTED (no such column or comparison condition exists).",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB27/SYNTH_KB27_V2_3028_FWD/events_SYNTH_KB27_V2_3028_FWD.csv
SYNTH_KB27_V5_7937_FWD,KB27,V5,GPS_TO_VPS,SYNTHETIC_SUPPORT,"expanded_override (KB09/12/13/15/23/26/27/29, user override)","MODERATE: wrong_way_count=0 (the real mode/median) and this version's own real fastest-observed cadence (same technique as KB21) -- both real-anchored, but the AR-on/off comparison arm is NOT_REPRESENTED (no such column or comparison condition exists).",VALID,FINAL_DATASET/_synthetic_expanded_scenarios/KB27/SYNTH_KB27_V5_7937_FWD/events_SYNTH_KB27_V5_7937_FWD.csv
